avg_temp_classification,humid_classification,avg_rainfall_classification,altitude_classification,area_clean,sampang,trenggalek,pamekasan,magetan,madiun,tulungagung,pasuruan,lumajang,jember,bojonegoro,lamongan,gresik,tuban,bangkalan,probolinggo,jombang,pacitan,sidoarjo,batu,bondowoso,ponorogo,blitar,malang,nganjuk,mojokerto,surabaya,banyuwangi,situbondo,ngawi,sumenep,plant_clean,feature,feature_label
high_temp,too_moist,low_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,bawang-merah,high_temp too_moist low_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,15
medium_temp,too_moist,low_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,bawang-merah,medium_temp too_moist low_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,18
medium_temp,too_moist,low_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,bawang-merah,medium_temp too_moist low_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,16
high_temp,too_moist,medium_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai bawang-merah,high_temp too_moist medium_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,21
high_temp,too_moist,medium_rainfall,hill,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,cabai bawang-merah,high_temp too_moist medium_rainfall hill trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,4
medium_temp,too_moist,medium_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai bawang-merah  kubis,medium_temp too_moist medium_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,25
medium_temp,too_moist,medium_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,bawang-putih,medium_temp too_moist medium_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,22
low_temp,too_moist,medium_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai,low_temp too_moist medium_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,31
low_temp,too_moist,medium_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,cabai  kentang,low_temp too_moist medium_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,23
high_temp,too_moist,low_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,bawang-merah,high_temp too_moist low_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,16
high_temp,too_moist,low_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,bawang-merah,high_temp too_moist low_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,15
low_temp,too_moist,low_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai bawang-merah,low_temp too_moist low_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,15
low_temp,too_moist,low_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,cabai bawang-merah,low_temp too_moist low_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,12
low_temp,too_moist,medium_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai,low_temp too_moist medium_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,31
low_temp,too_moist,medium_rainfall,hill,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,cabai,low_temp too_moist medium_rainfall hill trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,8
low_temp,too_moist,medium_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai bawang-merah,low_temp too_moist medium_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,31
low_temp,too_moist,medium_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,bawang-merah,low_temp too_moist medium_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,23
low_temp,too_moist,medium_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai bawang-merah,low_temp too_moist medium_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,31
low_temp,too_moist,medium_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,bawang-merah  kentang,low_temp too_moist medium_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,23
low_temp,ideal,low_rainfall,lowland,pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya,sampang_yes,trenggalek_no,pamekasan_yes,magetan_yes,madiun_yes,tulungagung_yes,pasuruan_yes,lumajang_yes,jember_yes,bojonegoro_yes,lamongan_yes,gresik_no,tuban_yes,bangkalan_yes,probolinggo_yes,jombang_yes,pacitan_yes,sidoarjo_yes,batu_no,bondowoso_no,ponorogo_yes,blitar_yes,malang_no,nganjuk_yes,mojokerto_yes,surabaya_yes,banyuwangi_yes,situbondo_yes,ngawi_no,sumenep_no,cabai bawang-merah,low_temp ideal low_rainfall lowland pacitan  ponorogo  tulungagung  blitar  lumajang  jember  banyuwangi  situbondo  probolinggo  pasuruan  sidoarjo  mojokerto  jombang  nganjuk  madiun  magetan  bojonegoro  tuban  lamongan  bangkalan  sampang  pamekasan  surabaya sampang_yes trenggalek_no pamekasan_yes magetan_yes madiun_yes tulungagung_yes pasuruan_yes lumajang_yes jember_yes bojonegoro_yes lamongan_yes gresik_no tuban_yes bangkalan_yes probolinggo_yes jombang_yes pacitan_yes sidoarjo_yes batu_no bondowoso_no ponorogo_yes blitar_yes malang_no nganjuk_yes mojokerto_yes surabaya_yes banyuwangi_yes situbondo_yes ngawi_no sumenep_no,2
low_temp,ideal,low_rainfall,highland,trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu,sampang_no,trenggalek_yes,pamekasan_no,magetan_no,madiun_no,tulungagung_no,pasuruan_no,lumajang_no,jember_no,bojonegoro_no,lamongan_no,gresik_yes,tuban_no,bangkalan_no,probolinggo_no,jombang_no,pacitan_no,sidoarjo_no,batu_yes,bondowoso_yes,ponorogo_no,blitar_yes,malang_yes,nganjuk_no,mojokerto_no,surabaya_no,banyuwangi_no,situbondo_no,ngawi_yes,sumenep_yes,bawang-merah  kentang,low_temp ideal low_rainfall highland trenggalek  malang  bondowoso  ngawi  gresik  sumenep  blitar  malang  batu sampang_no trenggalek_yes pamekasan_no magetan_no madiun_no tulungagung_no pasuruan_no lumajang_no jember_no bojonegoro_no lamongan_no gresik_yes tuban_no bangkalan_no probolinggo_no jombang_no pacitan_no sidoarjo_no batu_yes bondowoso_yes ponorogo_no blitar_yes malang_yes nganjuk_no mojokerto_no surabaya_no banyuwangi_no situbondo_no ngawi_yes sumenep_yes,2
